f'cc28MPa = 46.01 MPa, ecc28MPa = 0.0084
f'cc35MPa = 53.73 MPa, ecc35MPa = 0.0074
f'cc42MPa = 61.26 MPa, ecc42MPa = 0.0066
f'cc70MPa = 90.47 MPa, ecc70MPa = 0.0049
Axial_Strain Axial_Load(kN)
7.362500e-03 1.664978e+04
7.375000e-03 1.664032e+04
7.387500e-03 1.663087e+04
7.400000e-03 1.662142e+04
7.412500e-03 1.661196e+04
7.425000e-03 1.660251e+04
7.437500e-03 1.659306e+04
7.450000e-03 1.658360e+04
7.462500e-03 1.657415e+04
7.475000e-03 1.656469e+04
7.487500e-03 1.655524e+04
7.500000e-03 1.654579e+04
7.512500e-03 1.653633e+04
7.525000e-03 1.652688e+04
7.537500e-03 1.651742e+04
7.550000e-03 1.650797e+04
7.562500e-03 1.649852e+04
7.575000e-03 1.648906e+04
7.587500e-03 1.647961e+04
7.600000e-03 1.647016e+04
7.612500e-03 1.646070e+04
7.625000e-03 1.645125e+04
7.637500e-03 1.644179e+04
7.650000e-03 1.643234e+04
7.662500e-03 1.642289e+04
7.675000e-03 1.641343e+04
7.687500e-03 1.640398e+04
7.700000e-03 1.639453e+04
7.712500e-03 1.638507e+04
7.725000e-03 1.637562e+04
7.737500e-03 1.636616e+04
7.750000e-03 1.635671e+04
7.762500e-03 1.634726e+04
7.775000e-03 1.633780e+04
7.787500e-03 1.632835e+04
7.800000e-03 1.631889e+04
7.812500e-03 1.630944e+04
7.825000e-03 1.629999e+04
7.837500e-03 1.629053e+04
7.850000e-03 1.628108e+04
7.862500e-03 1.627163e+04
7.875000e-03 1.626217e+04
7.887500e-03 1.625272e+04
7.900000e-03 1.624326e+04
7.912500e-03 1.623381e+04
7.925000e-03 1.622436e+04
7.937500e-03 1.621490e+04
7.950000e-03 1.620545e+04
7.962500e-03 1.619600e+04
7.975000e-03 1.618654e+04
7.987500e-03 1.617709e+04
8.000000e-03 1.616763e+04
8.012500e-03 1.615818e+04
8.025000e-03 1.614873e+04
8.037500e-03 1.613927e+04
8.050000e-03 1.612982e+04
8.062500e-03 1.612036e+04
8.075000e-03 1.611091e+04
8.087500e-03 1.610146e+04
8.100000e-03 1.609200e+04
8.112500e-03 1.608255e+04
8.125000e-03 1.607310e+04
8.137500e-03 1.606364e+04
8.150000e-03 1.605419e+04
8.162500e-03 1.604473e+04
8.175000e-03 1.603528e+04
8.187500e-03 1.602583e+04
8.200000e-03 1.601637e+04
8.212500e-03 1.600692e+04
8.225000e-03 1.599747e+04
8.237500e-03 1.598801e+04
8.250000e-03 1.597856e+04
8.262500e-03 1.596910e+04
8.275000e-03 1.595965e+04
8.287500e-03 1.595020e+04
8.300000e-03 1.594074e+04
8.312500e-03 1.593129e+04
8.325000e-03 1.592184e+04
8.337500e-03 1.591238e+04
8.350000e-03 1.590293e+04
8.362500e-03 1.589347e+04
8.375000e-03 1.588402e+04
8.387500e-03 1.587457e+04
8.400000e-03 1.586511e+04
8.412500e-03 1.585566e+04
8.425000e-03 1.584621e+04
8.437500e-03 1.583675e+04
8.450000e-03 1.582730e+04
8.462500e-03 1.581784e+04
8.475000e-03 1.580839e+04
8.487500e-03 1.579894e+04
8.500000e-03 1.578948e+04
8.512500e-03 1.578003e+04
8.525000e-03 1.577058e+04
8.537500e-03 1.576112e+04
8.550000e-03 1.575167e+04
8.562500e-03 1.574221e+04
8.575000e-03 1.573276e+04
8.587500e-03 1.572331e+04
8.600000e-03 1.571385e+04
8.612500e-03 1.570440e+04
8.625000e-03 1.569495e+04
8.637500e-03 1.568549e+04
8.650000e-03 1.567604e+04
8.662500e-03 1.566658e+04
8.675000e-03 1.565713e+04
8.687500e-03 1.564768e+04
8.700000e-03 1.563822e+04
8.712500e-03 1.562877e+04
8.725000e-03 1.561932e+04
8.737500e-03 1.560986e+04
8.750000e-03 1.560041e+04
8.762500e-03 1.559096e+04
8.775000e-03 1.558150e+04
8.787500e-03 1.557205e+04
8.800000e-03 1.556259e+04
8.812500e-03 1.555314e+04
8.825000e-03 1.554369e+04
8.837500e-03 1.553423e+04
8.850000e-03 1.552478e+04
8.862500e-03 1.551533e+04
8.875000e-03 1.550587e+04
8.887500e-03 1.549642e+04
8.900000e-03 1.548696e+04
8.912500e-03 1.547751e+04
8.925000e-03 1.546806e+04
8.937500e-03 1.545860e+04
8.950000e-03 1.544915e+04
8.962500e-03 1.543970e+04
8.975000e-03 1.543024e+04
8.987500e-03 1.542079e+04
9.000000e-03 1.541134e+04
9.012500e-03 1.540188e+04
9.025000e-03 1.539243e+04
9.037500e-03 1.538297e+04
9.050000e-03 1.537352e+04
9.062500e-03 1.536407e+04
9.075000e-03 1.535461e+04
9.087500e-03 1.534516e+04
9.100000e-03 1.533571e+04
9.112500e-03 1.532625e+04
9.125000e-03 1.531680e+04
9.137500e-03 1.530735e+04
9.150000e-03 1.529789e+04
9.162500e-03 1.528844e+04
9.175000e-03 1.527899e+04
9.187500e-03 1.526953e+04
9.200000e-03 1.526008e+04
9.212500e-03 1.525062e+04
9.225000e-03 1.524117e+04
9.237500e-03 1.523172e+04
9.250000e-03 1.522226e+04
9.262500e-03 1.521281e+04
9.275000e-03 1.520336e+04
9.287500e-03 1.519390e+04
9.300000e-03 1.518445e+04
9.312500e-03 1.517500e+04
9.325000e-03 1.516554e+04
9.337500e-03 1.515609e+04
9.350000e-03 1.514664e+04
9.362500e-03 1.513718e+04
9.375000e-03 1.512773e+04
9.387500e-03 1.511827e+04
9.400000e-03 1.510882e+04
9.412500e-03 1.509937e+04
9.425000e-03 1.508991e+04
9.437500e-03 1.508046e+04
9.450000e-03 1.507101e+04
9.462500e-03 1.506155e+04
9.475000e-03 1.505210e+04
9.487500e-03 1.504265e+04
9.500000e-03 1.503319e+04
9.512500e-03 1.502374e+04
9.525000e-03 1.501429e+04
9.537500e-03 1.500483e+04
9.550000e-03 1.499538e+04
9.562500e-03 1.498593e+04
9.575000e-03 1.497647e+04
9.587500e-03 1.496702e+04
9.600000e-03 1.495757e+04
9.612500e-03 1.494811e+04
9.625000e-03 1.493866e+04
9.637500e-03 1.492920e+04
9.650000e-03 1.491975e+04
9.662500e-03 1.491030e+04
9.675000e-03 1.490084e+04
9.687500e-03 1.489139e+04
9.700000e-03 1.488194e+04
9.712500e-03 1.487248e+04
9.725000e-03 1.486303e+04
9.737500e-03 1.485358e+04
9.750000e-03 1.484412e+04
9.762500e-03 1.483467e+04
9.775000e-03 1.482522e+04
9.787500e-03 1.481576e+04
9.800000e-03 1.480631e+04
9.812500e-03 1.479686e+04
9.825000e-03 1.478740e+04
9.837500e-03 1.477795e+04
9.850000e-03 1.476850e+04
9.862500e-03 1.475904e+04
9.875000e-03 1.474959e+04
9.887500e-03 1.474014e+04
9.900000e-03 1.473068e+04
9.912500e-03 1.472123e+04
9.925000e-03 1.471178e+04
9.937500e-03 1.470232e+04
9.950000e-03 1.469287e+04
9.962500e-03 1.468342e+04
9.975000e-03 1.467396e+04
9.987500e-03 1.466451e+04
1.000000e-02 1.465506e+04
1.001250e-02 1.464560e+04
1.002500e-02 1.463615e+04
1.003750e-02 1.462670e+04
1.005000e-02 1.461724e+04
1.006250e-02 1.460779e+04
1.007500e-02 1.459834e+04
1.008750e-02 1.458888e+04
1.010000e-02 1.457943e+04
