curvature_1_per_m,curvature_1_per_mm,moment_Nmm
4.942541255922878324e-02,4.942541255922878595e-05,1.766905772324268240e+06
5.054871739012034570e-02,5.054871739012034896e-05,1.757918184271660866e+06
5.167202222101191511e-02,5.167202222101191197e-05,1.748443091173846507e+06
5.279532705190347758e-02,5.279532705190347498e-05,1.738351989505673526e+06
5.391863188279504004e-02,5.391863188279503798e-05,1.727433530070250854e+06
5.504193671368660251e-02,5.504193671368660099e-05,1.714517852003795095e+06
5.616524154457816498e-02,5.616524154457816400e-05,1.699494757513316348e+06
5.728854637546972745e-02,5.728854637546972701e-05,1.680839119020272978e+06
5.841185120636128991e-02,5.841185120636129002e-05,1.658635575564581435e+06
5.953515603725285238e-02,5.953515603725285303e-05,1.635525284280678956e+06
6.065846086814441485e-02,6.065846086814441604e-05,1.615026621709130937e+06
6.178176569903597731e-02,6.178176569903597905e-05,1.598178214859260945e+06
6.290507052992753978e-02,6.290507052992754206e-05,1.580152349127118709e+06
6.402837536081910919e-02,6.402837536081910507e-05,1.558965524081643438e+06
6.515168019171066471e-02,6.515168019171066807e-05,1.527436192049533827e+06
6.627498502260223412e-02,6.627498502260223108e-05,1.496894215719148749e+06
6.739828985349378965e-02,6.739828985349379409e-05,1.478095899269569898e+06
6.852159468438535905e-02,6.852159468438535710e-05,1.456850940003824653e+06
6.964489951527691458e-02,6.964489951527692011e-05,1.431403365878208540e+06
7.076820434616848399e-02,7.076820434616848312e-05,1.402528740406013792e+06
7.189150917706003951e-02,7.189150917706004613e-05,1.389971082978736842e+06
7.301481400795160892e-02,7.301481400795160914e-05,1.376774144550182391e+06
7.413811883884317833e-02,7.413811883884317215e-05,1.361762555972427363e+06
7.526142366973473385e-02,7.526142366973473516e-05,1.347977732649584999e+06
7.638472850062630326e-02,7.638472850062629816e-05,1.335286127255600644e+06
7.750803333151785879e-02,7.750803333151786117e-05,1.327233142607678892e+06
7.863133816240942819e-02,7.863133816240942418e-05,1.318588921115223318e+06
7.975464299330098372e-02,7.975464299330098719e-05,1.309213115406568162e+06
8.087794782419255313e-02,8.087794782419255020e-05,1.298886793446100550e+06
8.200125265508410866e-02,8.200125265508411321e-05,1.285011851458782563e+06
8.312455748597567806e-02,8.312455748597567622e-05,1.272666536909289891e+06
8.424786231686723359e-02,8.424786231686723923e-05,1.262934537806155859e+06
8.537116714775880300e-02,8.537116714775880224e-05,1.249481130696328823e+06
8.649447197865035852e-02,8.649447197865036525e-05,1.232864779470976209e+06
8.761777680954192793e-02,8.761777680954192825e-05,1.222440617944881320e+06
8.874108164043349734e-02,8.874108164043349126e-05,1.212961737293228740e+06
8.986438647132505286e-02,8.986438647132505427e-05,1.209227244180036476e+06
9.098769130221662227e-02,9.098769130221661728e-05,1.205139621660844656e+06
9.211099613310817780e-02,9.211099613310818029e-05,1.200662696103204507e+06
9.323430096399974720e-02,9.323430096399974330e-05,1.194785724938313942e+06
9.435760579489130273e-02,9.435760579489130631e-05,1.187278851277450565e+06
9.548091062578287214e-02,9.548091062578286932e-05,1.179002157085571438e+06
9.660421545667442766e-02,9.660421545667443233e-05,1.169679423770901980e+06
9.772752028756599707e-02,9.772752028756599534e-05,1.161353675374411047e+06
9.885082511845755260e-02,9.885082511845755834e-05,1.156839584348640172e+06
9.997412994934912200e-02,9.997412994934912135e-05,1.151504054581463337e+06
1.010974347802406775e-01,1.010974347802406844e-04,1.144876597484152531e+06
1.022207396111322469e-01,1.022207396111322474e-04,1.140045281966806622e+06
1.033440444420238163e-01,1.033440444420238104e-04,1.134558993212165311e+06
1.044673492729153719e-01,1.044673492729153734e-04,1.127382500531929079e+06
1.055906541038069413e-01,1.055906541038069364e-04,1.112672052206767024e+06
1.067139589346984968e-01,1.067139589346984994e-04,1.106279351731915027e+06
1.078372637655900662e-01,1.078372637655900624e-04,1.105680053336555604e+06
1.089605685964816217e-01,1.089605685964816254e-04,1.103466864840700058e+06
1.100838734273731911e-01,1.100838734273731884e-04,1.101211744642887730e+06
1.112071782582647467e-01,1.112071782582647514e-04,1.099225025024897885e+06
1.123304830891563161e-01,1.123304830891563145e-04,1.097152978382537141e+06
