Displacement_mm,Axial_Force_N
2.600000e-04,4.079400e+06
2.605000e-04,4.086970e+06
2.610000e-04,4.094540e+06
2.615000e-04,4.102110e+06
2.620000e-04,4.109680e+06
2.625000e-04,4.117250e+06
2.630000e-04,4.124820e+06
2.635000e-04,4.132380e+06
2.640000e-04,4.139950e+06
2.645000e-04,4.147510e+06
2.650000e-04,4.155080e+06
2.655000e-04,4.162640e+06
2.660000e-04,4.170200e+06
2.665000e-04,4.177760e+06
2.670000e-04,4.185320e+06
2.675000e-04,4.192870e+06
2.680000e-04,4.200430e+06
2.685000e-04,4.207990e+06
2.690000e-04,4.215540e+06
2.695000e-04,4.223090e+06
2.700000e-04,4.230650e+06
2.705000e-04,4.238200e+06
2.710000e-04,4.245750e+06
2.715000e-04,4.253300e+06
2.720000e-04,4.260840e+06
2.725000e-04,4.268390e+06
2.730000e-04,4.275940e+06
2.735000e-04,4.283480e+06
2.740000e-04,4.291030e+06
2.745000e-04,4.298570e+06
2.750000e-04,4.306110e+06
2.755000e-04,4.313650e+06
2.760000e-04,4.321190e+06
2.765000e-04,4.328730e+06
2.770000e-04,4.336270e+06
2.775000e-04,4.343810e+06
2.780000e-04,4.351340e+06
2.785000e-04,4.358880e+06
2.790000e-04,4.366410e+06
2.795000e-04,4.373940e+06
2.800000e-04,4.381470e+06
2.805000e-04,4.389000e+06
2.810000e-04,4.396530e+06
2.815000e-04,4.404060e+06
2.820000e-04,4.411590e+06
2.825000e-04,4.419110e+06
2.830000e-04,4.426640e+06
2.835000e-04,4.434160e+06
2.840000e-04,4.441690e+06
2.845000e-04,4.449210e+06
2.850000e-04,4.456730e+06
2.855000e-04,4.464250e+06
2.860000e-04,4.471770e+06
2.865000e-04,4.479280e+06
2.870000e-04,4.486800e+06
2.875000e-04,4.494320e+06
2.880000e-04,4.501830e+06
2.885000e-04,4.509350e+06
2.890000e-04,4.516860e+06
2.895000e-04,4.524370e+06
2.900000e-04,4.531880e+06
2.905000e-04,4.539390e+06
2.910000e-04,4.546900e+06
2.915000e-04,4.554400e+06
2.920000e-04,4.561910e+06
2.925000e-04,4.569420e+06
2.930000e-04,4.576920e+06
2.935000e-04,4.584420e+06
2.940000e-04,4.591930e+06
2.945000e-04,4.599430e+06
2.950000e-04,4.606930e+06
2.955000e-04,4.614430e+06
2.960000e-04,4.621920e+06
2.965000e-04,4.629420e+06
2.970000e-04,4.636920e+06
2.975000e-04,4.644410e+06
2.980000e-04,4.651900e+06
2.985000e-04,4.659400e+06
2.990000e-04,4.666890e+06
2.995000e-04,4.674380e+06
3.000000e-04,4.681870e+06
3.005000e-04,4.689360e+06
3.010000e-04,4.696840e+06
3.015000e-04,4.704330e+06
3.020000e-04,4.711820e+06
3.025000e-04,4.719300e+06
3.030000e-04,4.726780e+06
3.035000e-04,4.734270e+06
3.040000e-04,4.741750e+06
3.045000e-04,4.749230e+06
3.050000e-04,4.756710e+06
3.055000e-04,4.764180e+06
3.060000e-04,4.771660e+06
3.065000e-04,4.779140e+06
3.070000e-04,4.786610e+06
3.075000e-04,4.794090e+06
3.080000e-04,4.801560e+06
3.085000e-04,4.809030e+06
3.090000e-04,4.816500e+06
3.095000e-04,4.823970e+06
3.100000e-04,4.831440e+06
3.105000e-04,4.838910e+06
3.110000e-04,4.846370e+06
3.115000e-04,4.853840e+06
3.120000e-04,4.861300e+06
3.125000e-04,4.868770e+06
3.130000e-04,4.876230e+06
3.135000e-04,4.883690e+06
3.140000e-04,4.891150e+06
3.145000e-04,4.898610e+06
3.150000e-04,4.906070e+06
3.155000e-04,4.913520e+06
3.160000e-04,4.920980e+06
3.165000e-04,4.928430e+06
3.170000e-04,4.935890e+06
3.175000e-04,4.943340e+06
3.180000e-04,4.950790e+06
3.185000e-04,4.958240e+06
3.190000e-04,4.965690e+06
3.195000e-04,4.973140e+06
3.200000e-04,4.980590e+06
3.205000e-04,4.988040e+06
3.210000e-04,4.995480e+06
