f'cc28MPa = 46.01 MPa, ecc28MPa = 0.0084
f'cc35MPa = 53.73 MPa, ecc35MPa = 0.0074
f'cc42MPa = 61.26 MPa, ecc42MPa = 0.0066
f'cc70MPa = 90.47 MPa, ecc70MPa = 0.0049
Axial_Strain Axial_Load(kN)
4.312500e-03 1.667659e+04
4.325000e-03 1.669487e+04
4.337500e-03 1.671305e+04
4.350000e-03 1.673113e+04
4.362500e-03 1.674910e+04
4.375000e-03 1.676698e+04
4.387500e-03 1.678474e+04
4.400000e-03 1.680241e+04
4.412500e-03 1.681997e+04
4.425000e-03 1.683743e+04
4.437500e-03 1.685479e+04
4.450000e-03 1.687204e+04
4.462500e-03 1.688919e+04
4.475000e-03 1.690624e+04
4.487500e-03 1.692319e+04
4.500000e-03 1.694004e+04
4.512500e-03 1.695678e+04
4.525000e-03 1.697342e+04
4.537500e-03 1.698996e+04
4.550000e-03 1.700640e+04
4.562500e-03 1.702273e+04
4.575000e-03 1.703897e+04
4.587500e-03 1.705510e+04
4.600000e-03 1.707113e+04
4.612500e-03 1.708706e+04
4.625000e-03 1.710289e+04
4.637500e-03 1.711862e+04
4.650000e-03 1.713424e+04
4.662500e-03 1.714977e+04
4.675000e-03 1.716519e+04
4.687500e-03 1.718051e+04
4.700000e-03 1.719574e+04
4.712500e-03 1.721086e+04
4.725000e-03 1.722588e+04
4.737500e-03 1.724079e+04
4.750000e-03 1.725561e+04
4.762500e-03 1.727033e+04
4.775000e-03 1.728495e+04
4.787500e-03 1.729946e+04
4.800000e-03 1.731388e+04
4.812500e-03 1.732819e+04
4.825000e-03 1.734240e+04
4.837500e-03 1.735652e+04
4.850000e-03 1.737053e+04
4.862500e-03 1.738444e+04
4.875000e-03 1.739825e+04
4.887500e-03 1.741196e+04
4.900000e-03 1.742558e+04
4.912500e-03 1.743909e+04
4.925000e-03 1.745250e+04
4.937500e-03 1.746581e+04
4.950000e-03 1.747902e+04
4.962500e-03 1.749213e+04
4.975000e-03 1.750513e+04
4.987500e-03 1.751804e+04
5.000000e-03 1.753085e+04
5.012500e-03 1.754356e+04
5.025000e-03 1.755617e+04
5.037500e-03 1.756868e+04
5.050000e-03 1.758109e+04
5.062500e-03 1.759339e+04
5.075000e-03 1.760560e+04
5.087500e-03 1.761771e+04
5.100000e-03 1.762972e+04
5.112500e-03 1.764163e+04
5.125000e-03 1.765344e+04
5.137500e-03 1.766514e+04
5.150000e-03 1.767675e+04
5.162500e-03 1.768826e+04
5.175000e-03 1.769967e+04
5.187500e-03 1.771098e+04
5.200000e-03 1.772219e+04
5.212500e-03 1.773330e+04
5.225000e-03 1.774430e+04
5.237500e-03 1.775521e+04
5.250000e-03 1.776602e+04
5.262500e-03 1.777673e+04
5.275000e-03 1.778734e+04
5.287500e-03 1.779785e+04
5.300000e-03 1.780826e+04
5.312500e-03 1.781857e+04
5.325000e-03 1.782878e+04
5.337500e-03 1.783889e+04
5.350000e-03 1.784891e+04
5.362500e-03 1.785882e+04
5.375000e-03 1.786863e+04
5.387500e-03 1.787834e+04
5.400000e-03 1.788795e+04
5.412500e-03 1.789747e+04
5.425000e-03 1.790688e+04
5.437500e-03 1.791619e+04
5.450000e-03 1.792541e+04
5.462500e-03 1.793452e+04
5.475000e-03 1.794353e+04
5.487500e-03 1.795245e+04
5.500000e-03 1.796126e+04
5.512500e-03 1.796998e+04
5.525000e-03 1.797859e+04
5.537500e-03 1.798711e+04
5.550000e-03 1.799553e+04
5.562500e-03 1.800384e+04
5.575000e-03 1.801206e+04
5.587500e-03 1.802018e+04
5.600000e-03 1.802820e+04
5.612500e-03 1.803612e+04
5.625000e-03 1.804393e+04
5.637500e-03 1.805165e+04
5.650000e-03 1.805927e+04
5.662500e-03 1.806679e+04
5.675000e-03 1.807421e+04
5.687500e-03 1.808153e+04
5.700000e-03 1.808876e+04
5.712500e-03 1.809588e+04
5.725000e-03 1.810290e+04
5.737500e-03 1.810982e+04
5.750000e-03 1.811665e+04
5.762500e-03 1.812337e+04
5.775000e-03 1.812999e+04
5.787500e-03 1.813652e+04
5.800000e-03 1.814294e+04
5.812500e-03 1.814927e+04
5.825000e-03 1.815550e+04
5.837500e-03 1.816162e+04
5.850000e-03 1.816765e+04
5.862500e-03 1.817358e+04
5.875000e-03 1.817941e+04
5.887500e-03 1.818513e+04
5.900000e-03 1.819076e+04
5.912500e-03 1.819629e+04
5.925000e-03 1.820172e+04
5.937500e-03 1.820705e+04
5.950000e-03 1.821228e+04
5.962500e-03 1.821742e+04
5.975000e-03 1.822245e+04
5.987500e-03 1.822738e+04
6.000000e-03 1.823221e+04
6.012500e-03 1.823695e+04
6.025000e-03 1.824158e+04
6.037500e-03 1.824612e+04
6.050000e-03 1.825055e+04
6.062500e-03 1.825489e+04
6.075000e-03 1.825912e+04
6.087500e-03 1.826326e+04
6.100000e-03 1.826730e+04
