curvature_1_per_m,curvature_1_per_mm,moment_Nmm
4.156227874298784597e-02,4.156227874298784489e-05,1.278862366003452335e+06
4.268558357387940844e-02,4.268558357387940789e-05,1.280138266238392098e+06
4.380888840477097090e-02,4.380888840477097090e-05,1.281268857015859336e+06
4.493219323566253337e-02,4.493219323566253391e-05,1.282448568211993901e+06
4.605549806655409584e-02,4.605549806655409692e-05,1.283481835509456927e+06
4.717880289744565830e-02,4.717880289744565993e-05,1.284363504872550257e+06
4.830210772833722077e-02,4.830210772833722294e-05,1.284069670442050323e+06
4.942541255922878324e-02,4.942541255922878595e-05,1.283661481748597696e+06
5.054871739012034570e-02,5.054871739012034896e-05,1.283135500543371541e+06
5.167202222101191511e-02,5.167202222101191197e-05,1.282487262262450065e+06
5.279532705190347758e-02,5.279532705190347498e-05,1.281663679355284432e+06
5.391863188279504004e-02,5.391863188279503798e-05,1.280691010730800452e+06
5.504193671368660251e-02,5.504193671368660099e-05,1.279308953100724844e+06
5.616524154457816498e-02,5.616524154457816400e-05,1.277029974723732332e+06
5.728854637546972745e-02,5.728854637546972701e-05,1.274634930857057916e+06
5.841185120636128991e-02,5.841185120636129002e-05,1.272118555157196708e+06
5.953515603725285238e-02,5.953515603725285303e-05,1.269475071117726620e+06
6.065846086814441485e-02,6.065846086814441604e-05,1.266698137201410485e+06
6.178176569903597731e-02,6.178176569903597905e-05,1.263960759765424300e+06
6.290507052992753978e-02,6.290507052992754206e-05,1.261262658943392104e+06
6.402837536081910919e-02,6.402837536081910507e-05,1.258010102883468382e+06
6.515168019171066471e-02,6.515168019171066807e-05,1.254104732786004664e+06
6.627498502260223412e-02,6.627498502260223108e-05,1.250027353076681029e+06
6.739828985349378965e-02,6.739828985349379409e-05,1.245755439560829429e+06
6.852159468438535905e-02,6.852159468438535710e-05,1.241283596441441216e+06
6.964489951527691458e-02,6.964489951527692011e-05,1.236641548714311095e+06
7.076820434616848399e-02,7.076820434616848312e-05,1.231811806124936789e+06
7.189150917706003951e-02,7.189150917706004613e-05,1.226773204067272833e+06
7.301481400795160892e-02,7.301481400795160914e-05,1.221499699463012628e+06
7.413811883884317833e-02,7.413811883884317215e-05,1.214734316294333199e+06
7.526142366973473385e-02,7.526142366973473516e-05,1.207415349616180640e+06
7.638472850062630326e-02,7.638472850062629816e-05,1.200000446738776285e+06
7.750803333151785879e-02,7.750803333151786117e-05,1.193540388568598311e+06
7.863133816240942819e-02,7.863133816240942418e-05,1.187619408142455388e+06
7.975464299330098372e-02,7.975464299330098719e-05,1.181529008737470023e+06
8.087794782419255313e-02,8.087794782419255020e-05,1.175338082981428597e+06
8.200125265508410866e-02,8.200125265508411321e-05,1.169782852994348621e+06
8.312455748597567806e-02,8.312455748597567622e-05,1.164758828015320934e+06
8.424786231686723359e-02,8.424786231686723923e-05,1.158753214248336619e+06
8.537116714775880300e-02,8.537116714775880224e-05,1.152200441745419521e+06
8.649447197865035852e-02,8.649447197865036525e-05,1.145170520908948965e+06
8.761777680954192793e-02,8.761777680954192825e-05,1.137847451908604708e+06
8.874108164043349734e-02,8.874108164043349126e-05,1.130195929262556136e+06
8.986438647132505286e-02,8.986438647132505427e-05,1.125817937305240193e+06
9.098769130221662227e-02,9.098769130221661728e-05,1.121527386237087892e+06
9.211099613310817780e-02,9.211099613310818029e-05,1.117033605088574579e+06
9.323430096399974720e-02,9.323430096399974330e-05,1.112310919487577165e+06
9.435760579489130273e-02,9.435760579489130631e-05,1.107326626038079849e+06
9.548091062578287214e-02,9.548091062578286932e-05,1.102469263647986809e+06
9.660421545667442766e-02,9.660421545667443233e-05,1.097437410211913986e+06
9.772752028756599707e-02,9.772752028756599534e-05,1.094605955855906475e+06
9.885082511845755260e-02,9.885082511845755834e-05,1.091654444213893497e+06
9.997412994934912200e-02,9.997412994934912135e-05,1.088190752592034405e+06
1.010974347802406775e-01,1.010974347802406844e-04,1.084499834977969062e+06
1.022207396111322469e-01,1.022207396111322474e-04,1.080633768991886405e+06
1.033440444420238163e-01,1.033440444420238104e-04,1.076572914608696708e+06
1.044673492729153719e-01,1.044673492729153734e-04,1.072922840014912421e+06
1.055906541038069413e-01,1.055906541038069364e-04,1.070840294300096342e+06
1.067139589346984968e-01,1.067139589346984994e-04,1.069645588109816890e+06
1.078372637655900662e-01,1.078372637655900624e-04,1.068424825912213186e+06
1.089605685964816217e-01,1.089605685964816254e-04,1.067157573529980611e+06
1.100838734273731911e-01,1.100838734273731884e-04,1.065842950845707906e+06
1.112071782582647467e-01,1.112071782582647514e-04,1.064479984299728181e+06
1.123304830891563161e-01,1.123304830891563145e-04,1.063067584926417097e+06
