curvature_1_per_m,curvature_1_per_mm,moment_Nmm
7.291269538696151797e-02,7.291269538696152372e-05,1.096034577749480028e+06
7.377049180327871492e-02,7.377049180327871828e-05,1.083506977586342720e+06
7.462828821959591186e-02,7.462828821959591283e-05,1.072253818062546663e+06
7.548608463591310880e-02,7.548608463591310739e-05,1.061547625056955265e+06
7.634388105223030574e-02,7.634388105223030194e-05,1.051094541703070980e+06
7.720167746854750268e-02,7.720167746854749650e-05,1.044852712396765477e+06
7.805947388486468574e-02,7.805947388486469106e-05,1.038271549510583049e+06
7.891727030118188269e-02,7.891727030118188561e-05,1.031268273715680349e+06
7.977506671749907963e-02,7.977506671749908017e-05,1.023708238304831670e+06
8.063286313381627657e-02,8.063286313381627473e-05,1.015354791135438834e+06
8.149065955013347351e-02,8.149065955013346928e-05,1.005594255040122429e+06
8.234845596645067045e-02,8.234845596645066384e-05,9.892546572551898425e+05
8.320625238276785351e-02,8.320625238276785839e-05,9.770045811024282593e+05
8.406404879908505046e-02,8.406404879908505295e-05,9.626218788517293287e+05
8.492184521540224740e-02,8.492184521540224751e-05,9.432825156102279434e+05
8.577964163171944434e-02,8.577964163171944206e-05,9.303412505244514905e+05
