curvature_1_per_m,curvature_1_per_mm,moment_Nmm
6.347693480747237937e-02,6.347693480747238360e-05,1.105839972908366472e+06
6.433473122378957632e-02,6.433473122378957816e-05,1.094440481404842576e+06
6.519252764010677326e-02,6.519252764010677271e-05,1.080563696788213449e+06
6.605032405642397020e-02,6.605032405642396727e-05,1.062283744034120347e+06
6.690812047274116714e-02,6.690812047274116183e-05,1.046143017001866596e+06
6.776591688905835020e-02,6.776591688905835638e-05,1.036072642897599027e+06
6.862371330537554714e-02,6.862371330537555094e-05,1.025429872964867740e+06
6.948150972169274409e-02,6.948150972169274550e-05,1.014114226049761288e+06
7.033930613800994103e-02,7.033930613800994005e-05,1.001990564572826494e+06
7.119710255432713797e-02,7.119710255432713461e-05,9.888694675700342050e+05
7.205489897064433491e-02,7.205489897064432916e-05,9.784597114073497942e+05
7.291269538696151797e-02,7.291269538696152372e-05,9.674187011897931807e+05
7.377049180327871492e-02,7.377049180327871828e-05,9.572700324227833189e+05
7.462828821959591186e-02,7.462828821959591283e-05,9.495923910185439745e+05
7.548608463591310880e-02,7.548608463591310739e-05,9.424289840886064339e+05
7.634388105223030574e-02,7.634388105223030194e-05,9.353550424272681121e+05
7.720167746854750268e-02,7.720167746854749650e-05,9.288775606988657964e+05
7.805947388486468574e-02,7.805947388486469106e-05,9.257872105704850983e+05
7.891727030118188269e-02,7.891727030118188561e-05,9.225399097930386197e+05
7.977506671749907963e-02,7.977506671749908017e-05,9.190532355422796682e+05
8.063286313381627657e-02,8.063286313381627473e-05,9.153938040839158930e+05
8.149065955013347351e-02,8.149065955013346928e-05,9.115377570374140050e+05
8.234845596645067045e-02,8.234845596645066384e-05,9.074506798724213149e+05
8.320625238276785351e-02,8.320625238276785839e-05,9.017413630758257350e+05
8.406404879908505046e-02,8.406404879908505295e-05,8.953293604074772447e+05
8.492184521540224740e-02,8.492184521540224751e-05,8.901364818347704131e+05
8.577964163171944434e-02,8.577964163171944206e-05,8.868227223591508809e+05
