f'cc28MPa = 46.01 MPa, ecc28MPa = 0.0084
f'cc70MPa = 90.47 MPa, ecc70MPa = 0.0049
Axial_Strain Axial_Load(kN)
6.937500e-03 2.167185e+04
6.950000e-03 2.165174e+04
6.962500e-03 2.163163e+04
6.975000e-03 2.161152e+04
6.987500e-03 2.159141e+04
7.000000e-03 2.157130e+04
7.012500e-03 2.155119e+04
7.025000e-03 2.153108e+04
7.037500e-03 2.151097e+04
7.050000e-03 2.149086e+04
7.062500e-03 2.147075e+04
7.075000e-03 2.145064e+04
7.087500e-03 2.143053e+04
7.100000e-03 2.141042e+04
7.112500e-03 2.139031e+04
7.125000e-03 2.137020e+04
7.137500e-03 2.135009e+04
7.150000e-03 2.132998e+04
7.162500e-03 2.130987e+04
7.175000e-03 2.128976e+04
7.187500e-03 2.126965e+04
7.200000e-03 2.124954e+04
7.212500e-03 2.122943e+04
7.225000e-03 2.120932e+04
7.237500e-03 2.118921e+04
7.250000e-03 2.116910e+04
7.262500e-03 2.114899e+04
7.275000e-03 2.112888e+04
7.287500e-03 2.110877e+04
7.300000e-03 2.108866e+04
7.312500e-03 2.106855e+04
7.325000e-03 2.104844e+04
7.337500e-03 2.102833e+04
7.350000e-03 2.100822e+04
7.362500e-03 2.098811e+04
7.375000e-03 2.096800e+04
7.387500e-03 2.094789e+04
7.400000e-03 2.092778e+04
7.412500e-03 2.090767e+04
7.425000e-03 2.088756e+04
7.437500e-03 2.086745e+04
7.450000e-03 2.084734e+04
7.462500e-03 2.082723e+04
7.475000e-03 2.080712e+04
7.487500e-03 2.078701e+04
7.500000e-03 2.076690e+04
7.512500e-03 2.074679e+04
7.525000e-03 2.072668e+04
7.537500e-03 2.070657e+04
7.550000e-03 2.068646e+04
7.562500e-03 2.066635e+04
7.575000e-03 2.064624e+04
7.587500e-03 2.062613e+04
7.600000e-03 2.060602e+04
7.612500e-03 2.058591e+04
7.625000e-03 2.056580e+04
7.637500e-03 2.054569e+04
7.650000e-03 2.052558e+04
7.662500e-03 2.050547e+04
7.675000e-03 2.048536e+04
7.687500e-03 2.046525e+04
7.700000e-03 2.044514e+04
7.712500e-03 2.042503e+04
7.725000e-03 2.040492e+04
7.737500e-03 2.038481e+04
7.750000e-03 2.036470e+04
7.762500e-03 2.034459e+04
7.775000e-03 2.032448e+04
7.787500e-03 2.030437e+04
7.800000e-03 2.028426e+04
7.812500e-03 2.026415e+04
7.825000e-03 2.024404e+04
7.837500e-03 2.022393e+04
7.850000e-03 2.020382e+04
7.862500e-03 2.018371e+04
7.875000e-03 2.016360e+04
7.887500e-03 2.014349e+04
7.900000e-03 2.012338e+04
7.912500e-03 2.010327e+04
7.925000e-03 2.008316e+04
7.937500e-03 2.006305e+04
7.950000e-03 2.004294e+04
7.962500e-03 2.002283e+04
7.975000e-03 2.000272e+04
7.987500e-03 1.998261e+04
8.000000e-03 1.996250e+04
8.012500e-03 1.994239e+04
8.025000e-03 1.992228e+04
8.037500e-03 1.990217e+04
8.050000e-03 1.988206e+04
8.062500e-03 1.986195e+04
8.075000e-03 1.984184e+04
8.087500e-03 1.982173e+04
8.100000e-03 1.980162e+04
8.112500e-03 1.978151e+04
8.125000e-03 1.976140e+04
8.137500e-03 1.974130e+04
8.150000e-03 1.972119e+04
8.162500e-03 1.970108e+04
8.175000e-03 1.968097e+04
8.187500e-03 1.966086e+04
8.200000e-03 1.964075e+04
8.212500e-03 1.962064e+04
8.225000e-03 1.960053e+04
8.237500e-03 1.958042e+04
8.250000e-03 1.956031e+04
8.262500e-03 1.954020e+04
8.275000e-03 1.952009e+04
8.287500e-03 1.949998e+04
8.300000e-03 1.947987e+04
8.312500e-03 1.945976e+04
8.325000e-03 1.943965e+04
8.337500e-03 1.941954e+04
8.350000e-03 1.939943e+04
8.362500e-03 1.937932e+04
8.375000e-03 1.935921e+04
8.387500e-03 1.933910e+04
8.400000e-03 1.931899e+04
8.412500e-03 1.929888e+04
8.425000e-03 1.927877e+04
8.437500e-03 1.925866e+04
8.450000e-03 1.923855e+04
8.462500e-03 1.921844e+04
8.475000e-03 1.919833e+04
8.487500e-03 1.917822e+04
8.500000e-03 1.915811e+04
8.512500e-03 1.913800e+04
8.525000e-03 1.911789e+04
8.537500e-03 1.909778e+04
